trial_id,geometry_trial_id,object_name,task_name,mode,policy_variant,benchmark_cell,seed,execution_success,goal_completion_pct,peak_success_count,tracking_success_rate,translation_rmse_m,rotation_rmse_deg,mean_translation_error_m,mean_rotation_error_deg,final_translation_error_m,final_rotation_error_deg,dropped_count,dropped_first_step,object_z_low_count,object_z_low_first_step,geometry_goal_count,execution_goal_count,reference_goal_count,execution_goal_transform,execution_goal_cycle_style,failure_stage,failure_category,error,artifact_dir,trace_path,resolved_baseline_object,eval_returncode,produced_eval_json,replay_artifact_path
0058_long_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,0058_long_screwdriver_llm_lie_x-0p150_y-0p130,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,34.0,34,0.0,0.09247644946824844,70.1422697362072,0.07750486076844675,53.546358568549365,0.2819374191034459,176.23918576304547,7809,2992.0,7797,3004.0,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0058_long_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0058_long_screwdriver_llm_lie_x-0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0058_long_screwdriver_llm_lie_x-0p150_y-0p130_pretrained.json
0059_long_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,0059_long_screwdriver_llm_lie_x+0p000_y-0p130,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.07636163751596915,56.94686260197865,0.06300590688601992,44.24092635665605,0.03065630526895888,19.65529181632093,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0059_long_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0059_long_screwdriver_llm_lie_x+0p000_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0059_long_screwdriver_llm_lie_x+0p000_y-0p130_pretrained.json
0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,0060_long_screwdriver_llm_lie_x+0p150_y-0p130,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.08165340777294894,63.13854069003532,0.06891661964822153,46.87699857699052,0.03785716539060258,4.262133154968408,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0060_long_screwdriver_llm_lie_x+0p150_y-0p130_pretrained.json
0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,0061_long_screwdriver_llm_lie_x-0p150_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,93.0,93,0.0,0.08396100609758321,58.44266443749341,0.07508408548173272,48.87546848161014,0.23039139991868346,147.3029874106491,3882,5983.0,3498,7303.0,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0061_long_screwdriver_llm_lie_x-0p150_y-0p080_pretrained.json
0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,0062_long_screwdriver_llm_lie_x+0p000_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.07329210014678172,58.13478134312861,0.06411668518384757,47.05001072629709,0.03171765556535058,21.750522926868854,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0062_long_screwdriver_llm_lie_x+0p000_y-0p080_pretrained.json
0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,0063_long_screwdriver_llm_lie_x+0p150_y-0p080,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.07645201998167135,45.927034773495414,0.06679867441388977,30.45762249340029,0.23191517105734474,148.83870912174106,272,7446.0,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0063_long_screwdriver_llm_lie_x+0p150_y-0p080_pretrained.json
0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,0064_long_screwdriver_llm_lie_x-0p150_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.0668990074302741,58.157048487721795,0.05507908422495557,46.48105069641871,0.03520744872152175,6.41741005180206,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0064_long_screwdriver_llm_lie_x-0p150_y-0p030_pretrained.json
0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,0065_long_screwdriver_llm_lie_x+0p000_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.07288766554282157,58.02404830319473,0.06447497008353943,47.46143572455545,0.025022722586569967,15.774185479684407,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0065_long_screwdriver_llm_lie_x+0p000_y-0p030_pretrained.json
0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,0066_long_screwdriver_llm_lie_x+0p150_y-0p030,long_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,43.0,43,0.0,0.08092399409964152,35.08308989382696,0.07455420540934478,20.800072874498145,0.05037514118663116,8.509012249511532,0,,0,,9,100,100,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0066_long_screwdriver_llm_lie_x+0p150_y-0p030_pretrained.json
0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained,0067_long_screwdriver_llm_only_x-0p150_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,69.0,69,0.0036133694670280035,0.054464475266902956,63.84739169034438,0.04691295286810666,50.42964292730833,0.17402405200740279,159.02686783062967,9694,1107.0,9667,1134.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0067_long_screwdriver_llm_only_x-0p150_y-0p130_pretrained.json
0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained,0068_long_screwdriver_llm_only_x+0p000_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,35.0,35,0.00034411562284927734,0.091232904988022,46.9263008308148,0.08625047930779058,37.021047775441495,0.17463862369693,17.578238882007774,7895,2906.0,7879,2922.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0068_long_screwdriver_llm_only_x+0p000_y-0p130_pretrained.json
0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained,0069_long_screwdriver_llm_only_x+0p150_y-0p130,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,46.0,46,0.0,0.07396261011589086,58.60366468515759,0.06871453309623016,45.46607983516469,0.1659563222262045,179.37015483540026,8832,1969.0,8810,1991.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0069_long_screwdriver_llm_only_x+0p150_y-0p130_pretrained.json
0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained,0070_long_screwdriver_llm_only_x-0p150_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,58.0,58,0.009813542688910697,0.05656343863517441,63.65363550197965,0.04952641336744565,46.03408571249737,0.1701779605011485,164.70482861391585,9782,1019.0,9758,1043.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0070_long_screwdriver_llm_only_x-0p150_y-0p080_pretrained.json
0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained,0071_long_screwdriver_llm_only_x+0p000_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,88.0,88,0.004933051444679351,0.0706825242330242,92.98740474397904,0.06270916130168949,78.4584315652739,0.16527119970148466,118.00159209837615,7963,2838.0,7918,2883.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0071_long_screwdriver_llm_only_x+0p000_y-0p080_pretrained.json
0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained,0072_long_screwdriver_llm_only_x+0p150_y-0p080,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,44.0,44,0.0036663611365719525,0.06224168386657796,58.0697954926903,0.05534473016958114,39.90165657607026,0.1672855377276292,164.25362577551672,9710,1091.0,9688,1113.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0072_long_screwdriver_llm_only_x+0p150_y-0p080_pretrained.json
0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained,0073_long_screwdriver_llm_only_x-0p150_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,34.0,34,0.0,0.06869416081416194,59.625184341557066,0.06182584478437348,43.42728496786242,0.1886021090528996,126.56790781333511,9205,1147.0,9150,1651.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0073_long_screwdriver_llm_only_x-0p150_y-0p030_pretrained.json
0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained,0074_long_screwdriver_llm_only_x+0p000_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,34.0,34,0.0,0.057925287861083315,56.08631574326423,0.051544147741024365,38.08255659528756,0.1713262127248271,67.96204507881903,9913,822.0,9653,1148.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0074_long_screwdriver_llm_only_x+0p000_y-0p030_pretrained.json
0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained,0075_long_screwdriver_llm_only_x+0p150_y-0p030,long_screwdriver,spin_vertical,llm_only,pretrained,llm_only + pretrained,0,False,43.0,43,0.005813953488372093,0.07202451036372796,70.53065976990636,0.0649052034755309,48.72686181095519,0.19158908669135638,146.11160602946293,8548,1032.0,8507,2294.0,100,100,100,identity,,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained/trace.json,long_screwdriver,0,True,execution/replay/trials/0075_long_screwdriver_llm_only_x+0p150_y-0p030_pretrained.json
0076_short_screwdriver_predefined_pretrained,0076_short_screwdriver_predefined,short_screwdriver,spin_vertical,predefined,pretrained,predefined + pretrained,0,True,100.0,100,0.004626951995373048,0.05394411227610155,58.01201541556507,0.04893071652222891,46.356336882318,0.13030590641810633,104.76916005397077,0,,0,,76,76,76,identity,,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0076_short_screwdriver_predefined_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0076_short_screwdriver_predefined_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0076_short_screwdriver_predefined_pretrained.json
0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,0077_short_screwdriver_llm_lie_x-0p150_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.09133016030325056,94.34076631748309,0.08860191195811523,93.47123449817973,0.08964035201567455,102.33960029547796,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0077_short_screwdriver_llm_lie_x-0p150_y-0p130_pretrained.json
0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,0078_short_screwdriver_llm_lie_x+0p000_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.0864002533366682,97.63536694606789,0.08330035232029978,96.17628169586216,0.08383620416841503,94.79477336567744,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0078_short_screwdriver_llm_lie_x+0p000_y-0p130_pretrained.json
0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,0079_short_screwdriver_llm_lie_x+0p150_y-0p130,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.08078879852727655,54.80683593704099,0.06556859887306986,50.34743895464562,0.03738527728613386,106.67961285703025,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0079_short_screwdriver_llm_lie_x+0p150_y-0p130_pretrained.json
0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,0080_short_screwdriver_llm_lie_x-0p150_y-0p080,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.08781114111487748,81.2664678875223,0.08585266715124504,80.638431779331,0.08723095601102024,92.00442270993493,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0080_short_screwdriver_llm_lie_x-0p150_y-0p080_pretrained.json
0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,0081_short_screwdriver_llm_lie_x+0p000_y-0p080,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,9.258401999814833e-05,0.08434970784825807,82.55568557244187,0.08164300738214436,81.41472566767082,0.07868454307642406,86.31506562372523,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0081_short_screwdriver_llm_lie_x+0p000_y-0p080_pretrained.json
0082_short_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,0082_short_screwdriver_llm_lie_x+0p150_y-0p080,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.0839130006632369,94.94563974559213,0.0794216630488479,92.96339678211993,0.07572211269816768,96.63450160985654,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0082_short_screwdriver_llm_lie_x+0p150_y-0p080_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0082_short_screwdriver_llm_lie_x+0p150_y-0p080_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0082_short_screwdriver_llm_lie_x+0p150_y-0p080_pretrained.json
0083_short_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,0083_short_screwdriver_llm_lie_x-0p150_y-0p030,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.0664097764205859,50.641344109155696,0.05536622101663498,43.06533767139808,0.028996709337016188,77.61789780401868,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0083_short_screwdriver_llm_lie_x-0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0083_short_screwdriver_llm_lie_x-0p150_y-0p030_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0083_short_screwdriver_llm_lie_x-0p150_y-0p030_pretrained.json
0084_short_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,0084_short_screwdriver_llm_lie_x+0p000_y-0p030,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,True,100.0,100,0.0,0.1901297946963307,89.5162568954636,0.17805911360295523,89.33601296641162,0.18952329554013217,101.59390766776995,100,131.0,0,,9,76,76,cycle_to_predefined_length,forward_repeat,,,,experiments/results/thesis_main_v3_v3/execution/artifacts/0084_short_screwdriver_llm_lie_x+0p000_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0084_short_screwdriver_llm_lie_x+0p000_y-0p030_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0084_short_screwdriver_llm_lie_x+0p000_y-0p030_pretrained.json
0085_short_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,0085_short_screwdriver_llm_lie_x+0p150_y-0p030,short_screwdriver,spin_vertical,llm_lie,pretrained,llm_lie + pretrained,0,False,17.105263157894736,17,0.0,0.08056621786476399,87.79098156589302,0.07724530523600762,86.30725969082087,0.07398138760724525,86.94494336278109,0,,0,,9,76,76,cycle_to_predefined_length,forward_repeat,execution_failure,experiment_timeout,,experiments/results/thesis_main_v3_v3/execution/artifacts/0085_short_screwdriver_llm_lie_x+0p150_y-0p030_pretrained,experiments/results/thesis_main_v3_v3/execution/artifacts/0085_short_screwdriver_llm_lie_x+0p150_y-0p030_pretrained/trace.json,short_screwdriver,0,True,execution/replay/trials/0085_short_screwdriver_llm_lie_x+0p150_y-0p030_pretrained.json
